student_id,total_classes,attendance_percentage,student_name,department,year,section,hostel_status,attendance_status
STU0752,50,84.0,Student_0752,MECH,3,A,Hostel,75% and Above
STU0753,50,80.0,Student_0753,AIML,1,A,Day Scholar,75% and Above
STU0754,50,90.0,Student_0754,CSE,1,C,Day Scholar,75% and Above
STU0755,50,78.0,Student_0755,AIML,3,B,Hostel,75% and Above
STU0756,50,80.0,Student_0756,ECE,3,A,Day Scholar,75% and Above
STU0757,50,76.0,Student_0757,AIML,3,C,Hostel,75% and Above
STU0758,50,86.0,Student_0758,AIML,4,C,Day Scholar,75% and Above
STU0759,50,84.0,Student_0759,MECH,3,D,Hostel,75% and Above
STU0760,50,78.0,Student_0760,MECH,1,B,Hostel,75% and Above
STU0761,50,74.0,Student_0761,MECH,4,D,Day Scholar,Below 75%
STU0762,50,76.0,Student_0762,CIVIL,3,B,Hostel,75% and Above
STU0763,50,92.0,Student_0763,ECE,1,A,Day Scholar,75% and Above
STU0764,50,84.0,Student_0764,MECH,4,B,Hostel,75% and Above
STU0765,50,82.0,Student_0765,CSE,3,C,Hostel,75% and Above
STU0766,50,86.0,Student_0766,CIVIL,3,C,Hostel,75% and Above
STU0767,50,92.0,Student_0767,EEE,3,B,Day Scholar,75% and Above
STU0768,50,82.0,Student_0768,CSE,4,B,Day Scholar,75% and Above
STU0769,50,88.0,Student_0769,IT,1,B,Hostel,75% and Above
STU0770,50,80.0,Student_0770,IT,1,D,Day Scholar,75% and Above
STU0771,50,86.0,Student_0771,CSE,2,B,Hostel,75% and Above
STU0772,50,78.0,Student_0772,MECH,3,A,Day Scholar,75% and Above
STU0773,50,78.0,Student_0773,EEE,2,D,Day Scholar,75% and Above
STU0774,50,70.0,Student_0774,EEE,2,D,Hostel,Below 75%
STU0775,50,78.0,Student_0775,CIVIL,1,B,Hostel,75% and Above
STU0776,50,90.0,Student_0776,EEE,4,A,Hostel,75% and Above
STU0777,50,76.0,Student_0777,IT,4,D,Hostel,75% and Above
STU0778,50,86.0,Student_0778,ECE,1,C,Hostel,75% and Above
STU0779,50,78.0,Student_0779,MECH,4,D,Day Scholar,75% and Above
STU0780,50,70.0,Student_0780,EEE,2,B,Day Scholar,Below 75%
STU0781,50,86.0,Student_0781,CIVIL,3,A,Hostel,75% and Above
STU0782,50,72.0,Student_0782,IT,1,B,Hostel,Below 75%
STU0783,50,78.0,Student_0783,ECE,3,C,Hostel,75% and Above
STU0784,50,86.0,Student_0784,AIML,4,C,Day Scholar,75% and Above
STU0785,50,76.0,Student_0785,AIML,3,C,Hostel,75% and Above
STU0786,50,86.0,Student_0786,ECE,4,B,Hostel,75% and Above
STU0787,50,88.0,Student_0787,IT,4,D,Day Scholar,75% and Above
STU0788,50,72.0,Student_0788,CIVIL,2,B,Day Scholar,Below 75%
STU0789,50,86.0,Student_0789,ECE,4,A,Day Scholar,75% and Above
STU0790,50,80.0,Student_0790,MECH,2,D,Day Scholar,75% and Above
STU0791,50,72.0,Student_0791,MECH,2,C,Hostel,Below 75%
STU0792,50,80.0,Student_0792,AIML,2,B,Day Scholar,75% and Above
STU0793,50,82.0,Student_0793,EEE,1,C,Day Scholar,75% and Above
STU0794,50,92.0,Student_0794,CIVIL,1,C,Hostel,75% and Above
STU0795,50,72.0,Student_0795,AIML,4,A,Hostel,Below 75%
STU0796,50,88.0,Student_0796,EEE,2,D,Hostel,75% and Above
STU0797,50,78.0,Student_0797,EEE,1,A,Day Scholar,75% and Above
STU0798,50,84.0,Student_0798,MECH,2,A,Hostel,75% and Above
STU0799,50,86.0,Student_0799,IT,3,A,Day Scholar,75% and Above
STU0800,50,84.0,Student_0800,CSE,3,C,Day Scholar,75% and Above
STU0801,50,86.0,Student_0801,IT,3,A,Day Scholar,75% and Above
STU0802,50,78.0,Student_0802,CSE,4,A,Hostel,75% and Above
STU0803,50,78.0,Student_0803,ECE,2,D,Day Scholar,75% and Above
STU0804,50,80.0,Student_0804,MECH,3,D,Hostel,75% and Above
STU0805,50,84.0,Student_0805,EEE,1,A,Hostel,75% and Above
STU0806,50,82.0,Student_0806,CIVIL,3,D,Hostel,75% and Above
STU0807,50,78.0,Student_0807,CSE,3,D,Day Scholar,75% and Above
STU0808,50,80.0,Student_0808,IT,3,A,Day Scholar,75% and Above
STU0809,50,82.0,Student_0809,EEE,4,C,Day Scholar,75% and Above
STU0810,50,82.0,Student_0810,CSE,1,A,Hostel,75% and Above
STU0811,50,86.0,Student_0811,CSE,2,D,Day Scholar,75% and Above
STU0812,50,76.0,Student_0812,CSE,1,C,Day Scholar,75% and Above
STU0813,50,76.0,Student_0813,CIVIL,2,B,Day Scholar,75% and Above
STU0814,50,84.0,Student_0814,MECH,4,C,Day Scholar,75% and Above
STU0815,50,80.0,Student_0815,CIVIL,4,D,Day Scholar,75% and Above
STU0816,50,80.0,Student_0816,AIML,4,C,Hostel,75% and Above
STU0817,50,82.0,Student_0817,EEE,4,A,Hostel,75% and Above
STU0818,50,80.0,Student_0818,MECH,2,B,Hostel,75% and Above
STU0819,50,70.0,Student_0819,MECH,3,B,Hostel,Below 75%
STU0820,50,82.0,Student_0820,MECH,2,B,Day Scholar,75% and Above
STU0821,50,90.0,Student_0821,IT,1,D,Hostel,75% and Above
STU0822,50,78.0,Student_0822,MECH,4,D,Day Scholar,75% and Above
STU0823,50,82.0,Student_0823,CIVIL,4,B,Hostel,75% and Above
STU0824,50,82.0,Student_0824,MECH,1,C,Hostel,75% and Above
STU0825,50,76.0,Student_0825,ECE,2,B,Hostel,75% and Above
STU0826,50,78.0,Student_0826,EEE,3,C,Day Scholar,75% and Above
STU0827,50,80.0,Student_0827,MECH,3,C,Day Scholar,75% and Above
STU0828,50,76.0,Student_0828,EEE,1,D,Hostel,75% and Above
STU0829,50,86.0,Student_0829,ECE,3,C,Day Scholar,75% and Above
STU0830,50,82.0,Student_0830,ECE,2,B,Hostel,75% and Above
STU0831,50,84.0,Student_0831,EEE,2,D,Hostel,75% and Above
STU0832,50,90.0,Student_0832,CSE,1,A,Hostel,75% and Above
STU0833,50,86.0,Student_0833,AIML,2,A,Day Scholar,75% and Above
STU0834,50,76.0,Student_0834,IT,4,D,Hostel,75% and Above
STU0835,50,82.0,Student_0835,CSE,1,B,Hostel,75% and Above
STU0836,50,84.0,Student_0836,CSE,2,A,Hostel,75% and Above
STU0837,50,90.0,Student_0837,CIVIL,1,A,Day Scholar,75% and Above
STU0838,50,80.0,Student_0838,IT,3,C,Hostel,75% and Above
STU0839,50,76.0,Student_0839,IT,2,C,Day Scholar,75% and Above
STU0840,50,80.0,Student_0840,CSE,4,B,Hostel,75% and Above
STU0841,50,76.0,Student_0841,MECH,2,D,Day Scholar,75% and Above
STU0842,50,84.0,Student_0842,CIVIL,1,B,Hostel,75% and Above
STU0843,50,74.0,Student_0843,CIVIL,1,D,Hostel,Below 75%
STU0844,50,78.0,Student_0844,ECE,2,A,Day Scholar,75% and Above
STU0845,50,80.0,Student_0845,IT,4,C,Day Scholar,75% and Above
STU0846,50,80.0,Student_0846,CSE,4,B,Hostel,75% and Above
STU0847,50,86.0,Student_0847,ECE,4,B,Day Scholar,75% and Above
STU0848,50,74.0,Student_0848,EEE,1,D,Hostel,Below 75%
STU0849,50,80.0,Student_0849,AIML,2,D,Hostel,75% and Above
STU0850,50,84.0,Student_0850,CIVIL,3,B,Hostel,75% and Above
STU0851,50,84.0,Student_0851,EEE,1,D,Day Scholar,75% and Above
STU0852,50,84.0,Student_0852,EEE,4,B,Hostel,75% and Above
STU0853,50,86.0,Student_0853,MECH,2,B,Day Scholar,75% and Above
STU0854,50,86.0,Student_0854,AIML,4,B,Hostel,75% and Above
STU0855,50,80.0,Student_0855,EEE,3,A,Day Scholar,75% and Above
STU0856,50,80.0,Student_0856,EEE,4,D,Day Scholar,75% and Above
STU0857,50,86.0,Student_0857,AIML,4,C,Hostel,75% and Above
STU0858,50,74.0,Student_0858,AIML,3,C,Day Scholar,Below 75%
STU0859,50,84.0,Student_0859,EEE,2,D,Hostel,75% and Above
STU0860,50,78.0,Student_0860,AIML,1,B,Hostel,75% and Above
STU0861,50,84.0,Student_0861,EEE,2,C,Hostel,75% and Above
STU0862,50,86.0,Student_0862,EEE,3,C,Hostel,75% and Above
STU0863,50,84.0,Student_0863,MECH,4,D,Hostel,75% and Above
STU0864,50,90.0,Student_0864,CSE,2,C,Day Scholar,75% and Above
STU0865,50,90.0,Student_0865,EEE,1,B,Hostel,75% and Above
STU0866,50,82.0,Student_0866,ECE,3,D,Day Scholar,75% and Above
STU0867,50,57.99999999999999,Student_0867,CIVIL,2,B,Day Scholar,Below 75%
STU0868,50,74.0,Student_0868,IT,1,C,Hostel,Below 75%
STU0869,50,82.0,Student_0869,CSE,3,C,Day Scholar,75% and Above
STU0870,50,70.0,Student_0870,CSE,1,B,Hostel,Below 75%
STU0871,50,86.0,Student_0871,CSE,3,A,Day Scholar,75% and Above
STU0872,50,80.0,Student_0872,MECH,4,C,Day Scholar,75% and Above
STU0873,50,86.0,Student_0873,EEE,2,A,Day Scholar,75% and Above
STU0874,50,80.0,Student_0874,MECH,1,C,Hostel,75% and Above
STU0875,50,76.0,Student_0875,EEE,3,A,Day Scholar,75% and Above
STU0876,50,86.0,Student_0876,MECH,1,A,Hostel,75% and Above
STU0877,50,86.0,Student_0877,MECH,1,A,Day Scholar,75% and Above
STU0878,50,82.0,Student_0878,CIVIL,2,B,Day Scholar,75% and Above
STU0879,50,76.0,Student_0879,ECE,4,A,Day Scholar,75% and Above
STU0880,50,72.0,Student_0880,MECH,1,A,Day Scholar,Below 75%
STU0881,50,76.0,Student_0881,CIVIL,3,A,Hostel,75% and Above
STU0882,50,84.0,Student_0882,AIML,3,C,Hostel,75% and Above
STU0883,50,84.0,Student_0883,ECE,4,A,Day Scholar,75% and Above
STU0884,50,80.0,Student_0884,MECH,3,C,Day Scholar,75% and Above
STU0885,50,88.0,Student_0885,IT,4,A,Hostel,75% and Above
STU0886,50,80.0,Student_0886,CSE,3,A,Hostel,75% and Above
STU0887,50,84.0,Student_0887,AIML,2,B,Hostel,75% and Above
STU0888,50,78.0,Student_0888,AIML,1,C,Hostel,75% and Above
STU0889,50,72.0,Student_0889,CIVIL,2,A,Day Scholar,Below 75%
STU0890,50,78.0,Student_0890,AIML,1,C,Day Scholar,75% and Above
STU0891,50,82.0,Student_0891,ECE,1,C,Hostel,75% and Above
STU0892,50,86.0,Student_0892,MECH,1,D,Hostel,75% and Above
STU0893,50,80.0,Student_0893,MECH,2,B,Hostel,75% and Above
STU0894,50,78.0,Student_0894,IT,1,B,Hostel,75% and Above
STU0895,50,80.0,Student_0895,CSE,2,B,Hostel,75% and Above
STU0896,50,82.0,Student_0896,CIVIL,4,D,Hostel,75% and Above
STU0897,50,90.0,Student_0897,CSE,3,D,Day Scholar,75% and Above
STU0898,50,86.0,Student_0898,AIML,3,B,Day Scholar,75% and Above
STU0899,50,84.0,Student_0899,IT,1,D,Day Scholar,75% and Above
STU0900,50,76.0,Student_0900,CSE,2,D,Hostel,75% and Above
STU0901,50,80.0,Student_0901,ECE,3,D,Hostel,75% and Above
STU0902,50,78.0,Student_0902,MECH,2,B,Hostel,75% and Above
STU0903,50,78.0,Student_0903,AIML,2,B,Day Scholar,75% and Above
STU0904,50,80.0,Student_0904,IT,1,B,Hostel,75% and Above
STU0905,50,86.0,Student_0905,CSE,3,D,Hostel,75% and Above
STU0906,50,80.0,Student_0906,CIVIL,1,B,Day Scholar,75% and Above
STU0907,50,70.0,Student_0907,ECE,1,D,Hostel,Below 75%
STU0908,50,86.0,Student_0908,ECE,3,A,Day Scholar,75% and Above
STU0909,50,76.0,Student_0909,CSE,3,D,Day Scholar,75% and Above
STU0910,50,78.0,Student_0910,MECH,4,C,Hostel,75% and Above
STU0911,50,90.0,Student_0911,CSE,4,B,Day Scholar,75% and Above
STU0912,50,80.0,Student_0912,AIML,2,B,Hostel,75% and Above
STU0913,50,78.0,Student_0913,CSE,3,C,Day Scholar,75% and Above
STU0914,50,84.0,Student_0914,ECE,4,D,Hostel,75% and Above
STU0915,50,80.0,Student_0915,IT,2,A,Day Scholar,75% and Above
STU0916,50,86.0,Student_0916,CSE,2,C,Hostel,75% and Above
STU0917,50,84.0,Student_0917,MECH,2,C,Day Scholar,75% and Above
STU0918,50,92.0,Student_0918,IT,4,D,Day Scholar,75% and Above
STU0919,50,78.0,Student_0919,CIVIL,3,B,Day Scholar,75% and Above
STU0920,50,84.0,Student_0920,EEE,1,D,Hostel,75% and Above
STU0921,50,70.0,Student_0921,CSE,2,C,Hostel,Below 75%
STU0922,50,84.0,Student_0922,MECH,4,C,Day Scholar,75% and Above
STU0923,50,72.0,Student_0923,IT,4,B,Hostel,Below 75%
STU0924,50,82.0,Student_0924,MECH,1,B,Day Scholar,75% and Above
STU0925,50,80.0,Student_0925,CIVIL,1,B,Hostel,75% and Above
STU0926,50,80.0,Student_0926,ECE,4,D,Day Scholar,75% and Above
STU0927,50,86.0,Student_0927,MECH,3,B,Hostel,75% and Above
STU0928,50,84.0,Student_0928,IT,1,C,Day Scholar,75% and Above
STU0929,50,86.0,Student_0929,MECH,4,C,Day Scholar,75% and Above
STU0930,50,80.0,Student_0930,MECH,1,A,Day Scholar,75% and Above
STU0931,50,80.0,Student_0931,MECH,3,D,Day Scholar,75% and Above
STU0932,50,82.0,Student_0932,AIML,2,A,Hostel,75% and Above
STU0933,50,88.0,Student_0933,AIML,1,C,Day Scholar,75% and Above
STU0934,50,86.0,Student_0934,ECE,3,A,Hostel,75% and Above
STU0935,50,78.0,Student_0935,CSE,4,C,Hostel,75% and Above
STU0936,50,74.0,Student_0936,MECH,1,A,Day Scholar,Below 75%
STU0937,50,88.0,Student_0937,CIVIL,1,B,Hostel,75% and Above
STU0938,50,78.0,Student_0938,CSE,4,A,Hostel,75% and Above
STU0939,50,86.0,Student_0939,CIVIL,2,B,Hostel,75% and Above
STU0940,50,84.0,Student_0940,CSE,4,B,Day Scholar,75% and Above
STU0941,50,84.0,Student_0941,ECE,1,D,Hostel,75% and Above
STU0942,50,80.0,Student_0942,MECH,4,B,Hostel,75% and Above
STU0943,50,86.0,Student_0943,MECH,3,B,Day Scholar,75% and Above
STU0944,50,76.0,Student_0944,EEE,4,A,Day Scholar,75% and Above
STU0945,50,74.0,Student_0945,CIVIL,1,C,Hostel,Below 75%
STU0946,50,76.0,Student_0946,CSE,4,D,Day Scholar,75% and Above
STU0947,50,76.0,Student_0947,CSE,2,B,Hostel,75% and Above
STU0948,50,82.0,Student_0948,AIML,4,D,Hostel,75% and Above
STU0949,50,82.0,Student_0949,EEE,2,A,Hostel,75% and Above
STU0950,50,82.0,Student_0950,IT,3,B,Day Scholar,75% and Above
STU0951,50,70.0,Student_0951,IT,2,A,Hostel,Below 75%
STU0952,50,68.0,Student_0952,AIML,4,D,Day Scholar,Below 75%
STU0953,50,84.0,Student_0953,AIML,1,A,Day Scholar,75% and Above
STU0954,50,72.0,Student_0954,AIML,2,D,Hostel,Below 75%
STU0955,50,80.0,Student_0955,CIVIL,3,A,Day Scholar,75% and Above
STU0956,50,90.0,Student_0956,CIVIL,2,D,Day Scholar,75% and Above
STU0957,50,82.0,Student_0957,ECE,2,C,Day Scholar,75% and Above
STU0958,50,80.0,Student_0958,ECE,2,A,Day Scholar,75% and Above
STU0959,50,78.0,Student_0959,AIML,3,A,Day Scholar,75% and Above
STU0960,50,88.0,Student_0960,EEE,4,C,Hostel,75% and Above
STU0961,50,78.0,Student_0961,CSE,2,C,Day Scholar,75% and Above
STU0962,50,82.0,Student_0962,CIVIL,2,A,Hostel,75% and Above
STU0963,50,88.0,Student_0963,EEE,1,C,Hostel,75% and Above
STU0964,50,80.0,Student_0964,MECH,3,B,Hostel,75% and Above
STU0965,50,84.0,Student_0965,CIVIL,2,D,Hostel,75% and Above
STU0966,50,82.0,Student_0966,CIVIL,3,D,Hostel,75% and Above
STU0967,50,86.0,Student_0967,ECE,2,D,Hostel,75% and Above
STU0968,50,74.0,Student_0968,CSE,4,B,Day Scholar,Below 75%
STU0969,50,76.0,Student_0969,CSE,4,C,Day Scholar,75% and Above
STU0970,50,82.0,Student_0970,IT,2,C,Day Scholar,75% and Above
STU0971,50,84.0,Student_0971,IT,4,A,Hostel,75% and Above
STU0972,50,80.0,Student_0972,IT,2,C,Day Scholar,75% and Above
STU0973,50,82.0,Student_0973,IT,4,A,Day Scholar,75% and Above
STU0974,50,80.0,Student_0974,MECH,1,B,Day Scholar,75% and Above
STU0975,50,86.0,Student_0975,MECH,1,D,Hostel,75% and Above
STU0976,50,84.0,Student_0976,CIVIL,1,D,Day Scholar,75% and Above
STU0977,50,80.0,Student_0977,AIML,3,D,Hostel,75% and Above
STU0978,50,82.0,Student_0978,ECE,3,C,Day Scholar,75% and Above
STU0979,50,80.0,Student_0979,ECE,1,A,Hostel,75% and Above
STU0980,50,78.0,Student_0980,IT,3,A,Hostel,75% and Above
STU0981,50,88.0,Student_0981,CIVIL,4,B,Hostel,75% and Above
STU0982,50,76.0,Student_0982,EEE,2,C,Day Scholar,75% and Above
STU0983,50,76.0,Student_0983,AIML,2,B,Day Scholar,75% and Above
STU0984,50,80.0,Student_0984,CIVIL,2,A,Hostel,75% and Above
STU0985,50,88.0,Student_0985,AIML,1,A,Day Scholar,75% and Above
STU0986,50,90.0,Student_0986,AIML,3,D,Hostel,75% and Above
STU0987,50,88.0,Student_0987,AIML,4,C,Hostel,75% and Above
STU0988,50,76.0,Student_0988,CIVIL,4,A,Day Scholar,75% and Above
STU0989,50,82.0,Student_0989,IT,1,D,Day Scholar,75% and Above
STU0990,50,80.0,Student_0990,ECE,4,C,Day Scholar,75% and Above
STU0991,50,88.0,Student_0991,ECE,4,B,Hostel,75% and Above
STU0992,50,82.0,Student_0992,IT,4,C,Hostel,75% and Above
STU0993,50,80.0,Student_0993,AIML,4,C,Day Scholar,75% and Above
STU0994,50,80.0,Student_0994,EEE,3,A,Hostel,75% and Above
STU0995,50,78.0,Student_0995,CSE,4,A,Day Scholar,75% and Above
STU0996,50,88.0,Student_0996,CIVIL,2,C,Hostel,75% and Above
STU0997,50,86.0,Student_0997,CSE,1,A,Day Scholar,75% and Above
STU0998,50,74.0,Student_0998,IT,3,A,Day Scholar,Below 75%
STU0999,50,88.0,Student_0999,EEE,4,A,Hostel,75% and Above
STU1000,50,74.0,Student_1000,CIVIL,3,D,Day Scholar,Below 75%
STU1001,50,86.0,Student_1001,IT,4,D,Day Scholar,75% and Above
STU1002,50,84.0,Student_1002,AIML,2,C,Hostel,75% and Above
STU1003,50,78.0,Student_1003,ECE,1,A,Day Scholar,75% and Above
STU1004,50,82.0,Student_1004,CSE,4,D,Hostel,75% and Above
STU1005,50,72.0,Student_1005,MECH,4,C,Day Scholar,Below 75%
STU1006,50,74.0,Student_1006,MECH,4,A,Hostel,Below 75%
STU1007,50,88.0,Student_1007,EEE,4,B,Day Scholar,75% and Above
STU1008,50,84.0,Student_1008,AIML,1,A,Day Scholar,75% and Above
STU1009,50,74.0,Student_1009,CSE,1,A,Day Scholar,Below 75%
STU1010,50,82.0,Student_1010,AIML,2,D,Day Scholar,75% and Above
STU1011,50,78.0,Student_1011,CSE,1,C,Hostel,75% and Above
STU1012,50,78.0,Student_1012,EEE,4,C,Hostel,75% and Above
STU1013,50,90.0,Student_1013,EEE,2,D,Hostel,75% and Above
STU1014,50,90.0,Student_1014,MECH,2,A,Hostel,75% and Above
STU1015,50,86.0,Student_1015,AIML,2,B,Hostel,75% and Above
STU1016,50,86.0,Student_1016,CIVIL,4,A,Hostel,75% and Above
STU1017,50,80.0,Student_1017,MECH,3,A,Hostel,75% and Above
STU1018,50,84.0,Student_1018,AIML,4,B,Day Scholar,75% and Above
STU1019,50,72.0,Student_1019,MECH,1,D,Day Scholar,Below 75%
STU1020,50,74.0,Student_1020,CIVIL,1,C,Day Scholar,Below 75%
STU1021,50,86.0,Student_1021,ECE,4,D,Day Scholar,75% and Above
STU1022,50,84.0,Student_1022,ECE,4,D,Hostel,75% and Above
STU1023,50,78.0,Student_1023,ECE,2,A,Hostel,75% and Above
STU1024,50,86.0,Student_1024,ECE,4,C,Hostel,75% and Above
STU1025,50,92.0,Student_1025,IT,2,C,Day Scholar,75% and Above
STU1026,50,80.0,Student_1026,CSE,1,D,Hostel,75% and Above
STU1027,50,84.0,Student_1027,IT,2,B,Day Scholar,75% and Above
STU1028,50,78.0,Student_1028,IT,4,D,Hostel,75% and Above
STU1029,50,76.0,Student_1029,IT,1,B,Hostel,75% and Above
STU1030,50,86.0,Student_1030,ECE,3,C,Hostel,75% and Above
STU1031,50,80.0,Student_1031,CIVIL,2,D,Hostel,75% and Above
STU1032,50,80.0,Student_1032,EEE,1,A,Day Scholar,75% and Above
STU1033,50,76.0,Student_1033,EEE,2,D,Day Scholar,75% and Above
STU1034,50,82.0,Student_1034,CSE,1,C,Hostel,75% and Above
STU1035,50,84.0,Student_1035,ECE,1,A,Day Scholar,75% and Above
STU1036,50,84.0,Student_1036,ECE,2,A,Hostel,75% and Above
STU1037,50,80.0,Student_1037,ECE,3,B,Hostel,75% and Above
STU1038,50,82.0,Student_1038,MECH,1,A,Hostel,75% and Above
STU1039,50,80.0,Student_1039,AIML,1,A,Hostel,75% and Above
STU1040,50,82.0,Student_1040,MECH,1,D,Day Scholar,75% and Above
STU1041,50,76.0,Student_1041,AIML,3,C,Hostel,75% and Above
STU1042,50,80.0,Student_1042,ECE,3,B,Hostel,75% and Above
STU1043,50,78.0,Student_1043,ECE,4,D,Day Scholar,75% and Above
STU1044,50,80.0,Student_1044,MECH,2,A,Hostel,75% and Above
STU1045,50,88.0,Student_1045,MECH,3,A,Day Scholar,75% and Above
STU1046,50,82.0,Student_1046,AIML,2,B,Hostel,75% and Above
STU1047,50,82.0,Student_1047,EEE,4,C,Hostel,75% and Above
STU1048,50,84.0,Student_1048,AIML,2,B,Hostel,75% and Above
STU1049,50,86.0,Student_1049,MECH,3,D,Hostel,75% and Above
STU1050,50,80.0,Student_1050,CIVIL,2,B,Hostel,75% and Above
STU1051,50,74.0,Student_1051,MECH,3,A,Hostel,Below 75%
STU1052,50,92.0,Student_1052,CIVIL,2,D,Day Scholar,75% and Above
STU1053,50,76.0,Student_1053,CSE,3,A,Hostel,75% and Above
STU1054,50,82.0,Student_1054,MECH,3,C,Day Scholar,75% and Above
STU1055,50,78.0,Student_1055,CSE,2,A,Day Scholar,75% and Above
STU1056,50,84.0,Student_1056,EEE,4,A,Hostel,75% and Above
STU1057,50,78.0,Student_1057,AIML,1,B,Day Scholar,75% and Above
STU1058,50,88.0,Student_1058,CIVIL,4,A,Hostel,75% and Above
STU1059,50,82.0,Student_1059,AIML,2,D,Day Scholar,75% and Above
STU1060,50,86.0,Student_1060,CSE,4,D,Hostel,75% and Above
STU1061,50,88.0,Student_1061,CIVIL,3,C,Day Scholar,75% and Above
STU1062,50,76.0,Student_1062,AIML,1,D,Day Scholar,75% and Above
STU1063,50,84.0,Student_1063,MECH,2,B,Hostel,75% and Above
STU1064,50,88.0,Student_1064,ECE,2,C,Day Scholar,75% and Above
STU1065,50,74.0,Student_1065,CSE,2,D,Hostel,Below 75%
STU1066,50,76.0,Student_1066,AIML,1,B,Hostel,75% and Above
STU1067,50,84.0,Student_1067,CSE,3,D,Hostel,75% and Above
STU1068,50,80.0,Student_1068,IT,2,D,Hostel,75% and Above
STU1069,50,82.0,Student_1069,CSE,4,A,Hostel,75% and Above
STU1070,50,84.0,Student_1070,CIVIL,2,D,Day Scholar,75% and Above
STU1071,50,72.0,Student_1071,IT,2,D,Day Scholar,Below 75%
STU1072,50,86.0,Student_1072,CIVIL,2,B,Day Scholar,75% and Above
STU1073,50,84.0,Student_1073,ECE,2,B,Hostel,75% and Above
STU1074,50,78.0,Student_1074,IT,3,A,Day Scholar,75% and Above
STU1075,50,84.0,Student_1075,MECH,4,D,Day Scholar,75% and Above
STU1076,50,86.0,Student_1076,CSE,3,A,Day Scholar,75% and Above
STU1077,50,90.0,Student_1077,AIML,4,D,Day Scholar,75% and Above
STU1078,50,90.0,Student_1078,EEE,2,C,Day Scholar,75% and Above
STU1079,50,78.0,Student_1079,CSE,1,C,Hostel,75% and Above
STU1080,50,78.0,Student_1080,CSE,3,A,Hostel,75% and Above
STU1081,50,86.0,Student_1081,ECE,1,A,Day Scholar,75% and Above
STU1082,50,86.0,Student_1082,MECH,3,A,Hostel,75% and Above
STU1083,50,82.0,Student_1083,EEE,2,B,Hostel,75% and Above
STU1084,50,70.0,Student_1084,IT,3,B,Day Scholar,Below 75%
STU1085,50,70.0,Student_1085,IT,2,B,Day Scholar,Below 75%
STU1086,50,80.0,Student_1086,IT,3,A,Hostel,75% and Above
STU1087,50,80.0,Student_1087,CIVIL,2,D,Day Scholar,75% and Above
STU1088,50,80.0,Student_1088,CIVIL,2,C,Hostel,75% and Above
STU1089,50,94.0,Student_1089,AIML,4,A,Hostel,75% and Above
STU1090,50,72.0,Student_1090,EEE,2,B,Day Scholar,Below 75%
STU1091,50,80.0,Student_1091,IT,4,B,Hostel,75% and Above
STU1092,50,82.0,Student_1092,CIVIL,2,A,Hostel,75% and Above
STU1093,50,88.0,Student_1093,AIML,1,A,Hostel,75% and Above
STU1094,50,88.0,Student_1094,MECH,2,B,Day Scholar,75% and Above
STU1095,50,78.0,Student_1095,AIML,1,D,Day Scholar,75% and Above
STU1096,50,72.0,Student_1096,CIVIL,1,B,Day Scholar,Below 75%
STU1097,50,80.0,Student_1097,ECE,2,B,Day Scholar,75% and Above
STU1098,50,86.0,Student_1098,ECE,1,A,Hostel,75% and Above
STU1099,50,82.0,Student_1099,IT,4,D,Day Scholar,75% and Above
STU1100,50,78.0,Student_1100,ECE,3,B,Day Scholar,75% and Above
STU1101,50,82.0,Student_1101,IT,2,B,Day Scholar,75% and Above
STU1102,50,86.0,Student_1102,IT,1,C,Day Scholar,75% and Above
STU1103,50,84.0,Student_1103,CIVIL,2,A,Hostel,75% and Above
STU1104,50,68.0,Student_1104,ECE,4,C,Hostel,Below 75%
STU1105,50,90.0,Student_1105,IT,2,C,Hostel,75% and Above
STU1106,50,78.0,Student_1106,EEE,2,B,Day Scholar,75% and Above
STU1107,50,74.0,Student_1107,MECH,1,A,Day Scholar,Below 75%
STU1108,50,80.0,Student_1108,AIML,4,D,Hostel,75% and Above
STU1109,50,82.0,Student_1109,AIML,3,B,Day Scholar,75% and Above
STU1110,50,84.0,Student_1110,CIVIL,3,D,Day Scholar,75% and Above
STU1111,50,90.0,Student_1111,ECE,1,D,Hostel,75% and Above
STU1112,50,76.0,Student_1112,ECE,2,A,Hostel,75% and Above
STU1113,50,88.0,Student_1113,IT,1,C,Day Scholar,75% and Above
STU1114,50,80.0,Student_1114,CSE,1,A,Day Scholar,75% and Above
STU1115,50,80.0,Student_1115,IT,1,D,Day Scholar,75% and Above
STU1116,50,86.0,Student_1116,MECH,2,B,Hostel,75% and Above
STU1117,50,88.0,Student_1117,EEE,4,D,Hostel,75% and Above
STU1118,50,78.0,Student_1118,AIML,1,B,Hostel,75% and Above
STU1119,50,80.0,Student_1119,IT,2,B,Hostel,75% and Above
STU1120,50,82.0,Student_1120,CSE,4,A,Day Scholar,75% and Above
STU1121,50,74.0,Student_1121,CSE,1,D,Hostel,Below 75%
STU1122,50,78.0,Student_1122,IT,3,C,Hostel,75% and Above
STU1123,50,88.0,Student_1123,CIVIL,4,D,Day Scholar,75% and Above
STU1124,50,70.0,Student_1124,AIML,1,D,Day Scholar,Below 75%
STU1125,50,94.0,Student_1125,CIVIL,4,C,Day Scholar,75% and Above
STU1126,50,88.0,Student_1126,EEE,4,A,Hostel,75% and Above
STU1127,50,88.0,Student_1127,CSE,4,D,Day Scholar,75% and Above
